,C,Vavg[1],Tavg[1],Time
575.05,30.41,32648.15,22.05,9:02:51 PM
575.06,30.3,32648.15,22.05,9:02:51 PM
577.06,30.82,32646.6,22.05,9:02:53 PM
577.11,29.82,32646.6,22.05,9:02:53 PM
579.07,30.16,32647.6,22.05,9:02:55 PM
579.12,30.74,32647.6,22.05,9:02:55 PM
581.08,35.19,32646.9,22.05,9:02:57 PM
581.12,35.64,32646.9,22.05,9:02:57 PM
583.1,35.26,32637.6,22.3,9:02:59 PM
583.13,35.82,32637.6,22.3,9:02:59 PM
585.1,32.39,32601.35,22.3,9:03:01 PM
585.15,31.57,32601.35,22.3,9:03:01 PM
587.11,32.24,32589.15,23,9:03:03 PM
587.16,31.51,32589.15,23,9:03:03 PM
589.12,17.8,32578.45,23,9:03:05 PM
589.18,0,32578.45,23,9:03:05 PM
591.13,0.95,32696.25,22.35,9:03:07 PM
591.2,12.21,32696.25,22.35,9:03:07 PM
593.14,10.44,32761.6,22.35,9:03:09 PM
593.22,11.16,32761.6,22.35,9:03:09 PM
595.15,18.38,32829.3,22.3,9:03:11 PM
595.24,21.95,32829.3,22.3,9:03:11 PM
597.16,22.4,32860.7,22.3,9:03:13 PM
597.26,26.31,32860.7,22.3,9:03:13 PM
599.17,26.59,32791.75,23.1,9:03:15 PM
599.27,-10.84,32791.75,23.1,9:03:15 PM
601.18,-14.89,32838.15,23.1,9:03:17 PM
601.28,-11.82,32838.15,23.1,9:03:17 PM
603.21,-8.66,32867,23.35,9:03:19 PM
603.29,-2.75,32867,23.35,9:03:19 PM
605.21,-0.54,32909.45,23.35,9:03:21 PM
605.32,0.48,32909.45,23.35,9:03:21 PM
607.22,0,33031.4,23.7,9:03:23 PM
607.34,0,33031.4,23.7,9:03:23 PM
609.22,0,33084.65,23.7,9:03:25 PM
609.34,0,33084.65,23.7,9:03:25 PM
611.23,0,33072.1,23.4,9:03:27 PM
611.36,0,33072.1,23.4,9:03:27 PM
613.24,0,33076.4,23.4,9:03:29 PM
613.37,0,33076.4,23.4,9:03:29 PM
615.24,0,33088.2,23.5,9:03:31 PM
615.39,0,33088.2,23.5,9:03:31 PM
617.25,0,33093.15,23.5,9:03:33 PM
617.4,0,33093.15,23.5,9:03:33 PM
619.28,0,33101.5,23.5,9:03:35 PM
619.41,0,33101.5,23.5,9:03:35 PM
621.32,0,33106.2,23.5,9:03:37 PM
621.45,0,33106.2,23.5,9:03:37 PM
623.33,0,33113.75,23.55,9:03:39 PM
623.46,0,33113.75,23.55,9:03:39 PM
625.33,0,33117.45,23.55,9:03:41 PM
625.48,0,33117.45,23.55,9:03:41 PM
627.34,5.95,33121.5,23.6,9:03:43 PM
627.51,8.41,33121.5,23.6,9:03:44 PM
629.35,10.21,33108.85,23.6,9:03:45 PM
629.53,11.73,33108.85,23.6,9:03:46 PM
631.35,12.73,33073.75,23.65,9:03:47 PM
631.54,13.72,33073.75,23.65,9:03:48 PM
633.36,15.33,33047.25,23.65,9:03:49 PM
633.55,16.83,33047.25,23.65,9:03:50 PM
635.38,17.98,32982.5,23.05,9:03:51 PM
635.58,19.66,32982.5,23.05,9:03:52 PM
637.38,20.85,32912.3,23.05,9:03:53 PM
637.58,22.36,32912.3,23.05,9:03:54 PM
639.39,23.48,32871.65,23,9:03:55 PM
639.59,24.82,32871.65,23,9:03:56 PM
641.4,26.8,32841.35,23,9:03:57 PM
641.6,27.18,32841.35,23,9:03:58 PM
643.41,30.08,32790.15,23.05,9:03:59 PM
643.6,25.53,32790.15,23.05,9:04:00 PM
645.42,35.14,32764.75,23.05,9:04:01 PM
645.63,18,32764.75,23.05,9:04:02 PM
647.42,26.8,32749.8,22.9,9:04:03 PM
647.65,28.62,32749.8,22.9,9:04:04 PM
649.44,25.48,32722.75,22.9,9:04:05 PM
649.66,26.71,32722.75,22.9,9:04:06 PM
651.46,29.99,32704.05,22.85,9:04:07 PM
651.67,29.73,32704.05,22.85,9:04:08 PM
653.47,27.08,32697.25,22.85,9:04:09 PM
653.68,26.82,32697.25,22.85,9:04:10 PM
655.48,28.67,32687.95,22.6,9:04:11 PM
655.68,25.88,32687.95,22.6,9:04:12 PM
657.48,23.52,32688.4,22.6,9:04:13 PM
657.69,23.33,32688.4,22.6,9:04:14 PM
659.49,22.71,32702.5,22.4,9:04:15 PM
659.71,18.71,32702.5,22.4,9:04:16 PM
661.5,18.32,32725.2,22.4,9:04:17 PM
661.72,21.21,32725.2,22.4,9:04:18 PM
663.53,20.75,32743.5,22.4,9:04:20 PM
663.73,18.74,32743.5,22.4,9:04:20 PM
665.55,14.1,32781.3,22.4,9:04:22 PM
665.74,16.77,32781.3,22.4,9:04:22 PM
667.58,17.46,32794.55,22.45,9:04:24 PM
667.75,18.12,32794.55,22.45,9:04:24 PM
668.75,28.4,32794.55,22.45,9:04:25 PM
669.78,28.86,32797.1,22.45,9:04:26 PM
670.83,21.6,32797.1,22.2,9:04:27 PM
671.81,26.6,32763.15,22.2,9:04:28 PM
673.81,26.24,32747.85,22.2,9:04:30 PM
673.82,25.35,32747.85,22.2,9:04:30 PM
674.84,11.2,32747.85,21.95,9:04:31 PM
675.83,13.11,32751.75,21.95,9:04:32 PM
677.84,13.6,32754.25,21.95,9:04:34 PM
678.85,18.73,32754.25,21.9,9:04:35 PM
679.87,16.35,32755.7,21.9,9:04:36 PM
679.98,16.54,32755.7,21.9,9:04:36 PM
681.88,11.54,32797.15,21.9,9:04:38 PM
682.86,11.63,32797.15,22,9:04:39 PM
683.92,11.86,32821.8,22,9:04:40 PM
684.05,11.49,32821.8,22,9:04:40 PM
685.95,16.62,32825.35,22,9:04:42 PM
686.87,18.64,32825.35,22.05,9:04:43 PM
687.96,19.27,32826.6,22.05,9:04:44 PM
688.1,20.35,32826.6,22.05,9:04:44 PM
689.96,21.12,32813.15,22.05,9:04:46 PM
690.88,21.17,32813.15,22.2,9:04:47 PM
691.97,22.2,32789.3,22.2,9:04:48 PM
692.21,23.79,32789.3,22.2,9:04:48 PM
693.98,24.07,32774.75,22.2,9:04:50 PM
694.89,24.53,32774.75,22.2,9:04:51 PM
695.98,24.35,32757.85,22.2,9:04:52 PM
696.22,24.85,32757.85,22.2,9:04:52 PM
697.99,24.34,32734.7,22.2,9:04:54 PM
698.9,25.15,32734.7,22.25,9:04:55 PM
699.99,30.44,32714.65,22.25,9:04:56 PM
700.57,30.47,32714.65,22.25,9:04:57 PM
702,25.55,32682.4,22.25,9:04:58 PM
702.91,26.06,32682.4,22.3,9:04:59 PM
704.01,26.41,32670.7,22.3,9:05:00 PM
704.6,26.57,32670.7,22.3,9:05:01 PM
706.01,27.44,32642.45,22.3,9:05:02 PM
706.91,30.78,32642.45,22.35,9:05:03 PM
708.02,33.85,32620,22.35,9:05:04 PM
708.68,33.02,32620,22.35,9:05:05 PM
710.03,34.17,32597.85,22.35,9:05:06 PM
710.92,32.85,32597.85,22.55,9:05:07 PM
712.03,26.16,32596.3,22.55,9:05:08 PM
712.71,28.57,32596.3,22.55,9:05:09 PM
714.04,28.85,32589.1,22.55,9:05:10 PM
714.93,28.8,32589.1,22.95,9:05:11 PM
716.05,27.89,32579.75,22.95,9:05:12 PM
716.82,28.06,32579.75,22.95,9:05:13 PM
718.05,27.01,32580.45,22.95,9:05:14 PM
718.94,26.31,32580.45,23.1,9:05:15 PM
720.07,26.1,32594.95,23.1,9:05:16 PM
720.87,26.15,32594.95,23.1,9:05:17 PM
722.07,19.92,32602.7,23.1,9:05:18 PM
722.95,19.41,32602.7,23.1,9:05:19 PM
724.08,19.76,32624.85,23.1,9:05:20 PM
724.9,19.31,32624.85,23.1,9:05:21 PM
726.09,18.68,32658.65,23.1,9:05:22 PM
727.18,18.56,32658.65,23.2,9:05:23 PM
728.1,18.35,32684.7,23.2,9:05:24 PM
728.93,28.72,32684.7,23.2,9:05:25 PM
730.1,31.27,32678.25,23.2,9:05:26 PM
731.26,27.73,32678.25,22.5,9:05:27 PM
732.11,15.83,32671.95,22.5,9:05:28 PM
732.95,13.95,32671.95,22.5,9:05:29 PM
734.14,14.3,32687.15,22.5,9:05:30 PM
735.26,12.24,32687.15,22.45,9:05:31 PM
736.18,13.39,32697.45,22.45,9:05:32 PM
736.97,22.66,32697.45,22.45,9:05:33 PM
738.19,22.86,32701.85,22.45,9:05:34 PM
739.27,20.69,32701.85,22.45,9:05:35 PM
740.2,22.39,32713.45,22.45,9:05:36 PM
740.99,23.73,32713.45,22.45,9:05:37 PM
742.2,23.11,32690.3,22.45,9:05:38 PM
743.28,23.85,32690.3,22.45,9:05:39 PM
744.21,9,32672.25,22.45,9:05:40 PM
745.01,-4.44,32672.25,22.45,9:05:41 PM
746.22,-3.19,32761.25,22.45,9:05:42 PM
747.31,-11.62,32761.25,22.7,9:05:43 PM
748.23,-15.1,32857.4,22.7,9:05:44 PM
749.03,-13.59,32857.4,22.7,9:05:45 PM
750.23,-11.8,32935.7,22.7,9:05:46 PM
751.32,-11.14,32935.7,22.8,9:05:47 PM
752.24,-10.5,32983.7,22.8,9:05:48 PM
753.04,-9.49,32983.7,22.8,9:05:49 PM
754.24,-9.44,33112.25,22.8,9:05:50 PM
755.33,-9.41,33112.25,23.05,9:05:51 PM
756.25,-8.4,33153.3,23.05,9:05:52 PM
757.11,-7.18,33153.3,23.05,9:05:53 PM
758.25,-6.12,33162.7,23.05,9:05:54 PM
759.33,-3.77,33162.7,24.1,9:05:55 PM
760.26,-3.99,33150.2,24.1,9:05:56 PM
761.13,-3.47,33150.2,24.1,9:05:57 PM
762.27,-3.04,33144,24.1,9:05:58 PM
763.34,-2.45,33144,24.05,9:05:59 PM
764.28,-0.96,33133.75,24.05,9:06:00 PM
765.14,-0.6,33133.75,24.05,9:06:01 PM
766.28,-0.59,33116.85,24.05,9:06:02 PM
767.35,-0.33,33116.85,23.95,9:06:03 PM
768.3,-0.1,33110.75,23.95,9:06:04 PM
769.16,0.34,33110.75,23.95,9:06:05 PM
770.33,0.61,33102.55,23.95,9:06:06 PM
771.35,0,33102.55,23.9,9:06:07 PM
772.33,0,33097.8,23.9,9:06:08 PM
773.27,0,33097.8,23.9,9:06:09 PM
774.34,6.17,33093.25,23.9,9:06:10 PM
775.37,8.94,33093.25,23.8,9:06:11 PM
776.34,11.23,33067.85,23.8,9:06:12 PM
777.29,12.6,33067.85,23.8,9:06:13 PM
778.35,12.52,33026.35,23.8,9:06:14 PM
779.38,15.12,33026.35,23.8,9:06:15 PM
780.37,15.05,32972.2,23.8,9:06:16 PM
781.38,16.06,32972.2,23.8,9:06:17 PM
783.39,18.39,32916.05,24.1,9:06:19 PM
784.65,20.88,32878.85,24.1,9:06:21 PM
784.68,20.75,32878.85,24.1,9:06:21 PM
786.69,18.21,32863.3,24.1,9:06:23 PM
787.4,23.48,32863.3,23.75,9:06:23 PM
788.7,25.42,32824.35,23.75,9:06:25 PM
788.77,27.58,32824.35,23.75,9:06:25 PM
790.72,27.57,32786.35,23.75,9:06:27 PM
791.41,22.5,32786.35,23.75,9:06:27 PM
792.73,22.94,32762.15,23.75,9:06:29 PM
792.88,19.53,32762.15,23.75,9:06:29 PM
794.75,13.64,32763.5,23.75,9:06:31 PM
795.42,9.44,32763.5,24.1,9:06:31 PM
796.75,8.66,32778.3,24.1,9:06:33 PM
796.96,8.7,32778.3,24.1,9:06:33 PM
798.76,9.18,32822.85,24.1,9:06:35 PM
799.43,4.6,32822.85,23.45,9:06:35 PM
800.77,8.39,32901.3,23.45,9:06:37 PM
801.07,14.34,32901.3,23.45,9:06:37 PM
802.78,14.41,32920.3,23.45,9:06:39 PM
803.43,14.36,32920.3,23.4,9:06:39 PM
804.78,14.22,32916.1,23.4,9:06:41 PM
805.15,7.75,32916.1,23.4,9:06:41 PM
806.79,-8.02,32942.25,23.4,9:06:43 PM
807.44,-15.39,32942.25,23.35,9:06:43 PM
808.8,-15.61,33026.2,23.35,9:06:45 PM
809.23,-14.26,33026.2,23.35,9:06:45 PM
810.8,-11.39,33075.75,23.35,9:06:47 PM
811.45,-0.91,33075.75,23.25,9:06:47 PM
812.81,8.81,33114.35,23.25,9:06:49 PM
813.47,11.12,33114.35,23.25,9:06:49 PM
815.48,12.31,33127.9,23.35,9:06:51 PM
815.51,15.46,33127.9,23.35,9:06:52 PM
816.82,22.57,33065.6,23.35,9:06:53 PM
817.52,26.03,33065.6,23.35,9:06:54 PM
819.49,27.38,32983.1,23.55,9:06:55 PM
819.54,31.23,32983.1,23.55,9:06:56 PM
820.84,32.6,32921.7,23.55,9:06:57 PM
821.54,33.02,32921.7,23.55,9:06:58 PM
823.51,21.77,32864.25,23.65,9:07:00 PM
823.56,17.87,32864.25,23.65,9:07:00 PM
824.85,15.63,32812.1,23.65,9:07:01 PM
825.57,0,32812.1,23.65,9:07:02 PM
827.56,0,32835.65,24.25,9:07:04 PM
827.6,0,32835.65,24.25,9:07:04 PM
828.86,19.58,32917,24.25,9:07:05 PM
829.67,28.67,32917,24.25,9:07:06 PM
831.61,27.42,32923.25,23.95,9:07:08 PM
831.7,17.96,32923.25,23.95,9:07:08 PM
832.89,19.1,32887.65,23.95,9:07:09 PM
833.72,20.19,32887.65,23.95,9:07:10 PM
835.62,20.34,32827.4,22.65,9:07:12 PM
835.77,21.06,32827.4,22.65,9:07:12 PM
837.04,3.83,32793.95,22.65,9:07:13 PM
837.79,9.23,32793.95,22.65,9:07:14 PM
839.64,9.13,32858.1,22.8,9:07:16 PM
839.8,3.4,32858.1,22.8,9:07:16 PM
841.09,4.82,32893.75,22.8,9:07:17 PM
841.82,5.24,32893.75,22.8,9:07:18 PM
843.66,4.52,32921.75,23.2,9:07:20 PM
843.84,-13.54,32921.75,23.2,9:07:20 PM
845.12,-13.37,32962.1,23.2,9:07:21 PM
845.87,-13.01,32962.1,23.2,9:07:22 PM
847.67,-11.17,33037.75,23.35,9:07:24 PM
847.88,-10.64,33037.75,23.35,9:07:24 PM
849.15,-9.64,33083.85,23.35,9:07:25 PM
849.89,-9.2,33083.85,23.35,9:07:26 PM
851.69,-8.29,33154.05,24,9:07:28 PM
851.9,-6.98,33154.05,24,9:07:28 PM
853.18,-6.69,33204.65,24,9:07:29 PM
853.92,-4.94,33204.65,24,9:07:30 PM
855.7,-4.22,33195.4,24.05,9:07:32 PM
855.93,-4.07,33195.4,24.05,9:07:32 PM
857.19,-3.5,33192.4,24.05,9:07:33 PM
857.94,-2.08,33192.4,24.05,9:07:34 PM
859.7,-0.89,33175.4,24,9:07:36 PM
859.97,0.12,33175.4,24,9:07:36 PM
861.21,0.68,33155.3,24,9:07:37 PM
861.98,0,33155.3,24,9:07:38 PM
863.72,0,33130.55,23.9,9:07:40 PM
863.99,0,33130.55,23.9,9:07:40 PM
865.22,0,33117.1,23.9,9:07:41 PM
866.01,0,33117.1,23.9,9:07:42 PM
867.76,0,33116.6,23.9,9:07:44 PM
868.04,0,33116.6,23.9,9:07:44 PM
869.24,0,33118.6,23.9,9:07:45 PM
870.04,0,33118.6,23.9,9:07:46 PM
871.77,0.79,33118.5,23.75,9:07:48 PM
872.07,0.87,33118.5,23.75,9:07:48 PM
873.41,0.59,33115,23.75,9:07:49 PM
874.08,0.66,33115,23.75,9:07:50 PM
875.78,2.55,33114.1,23.8,9:07:52 PM
876.13,0.87,33114.1,23.8,9:07:52 PM
877.44,8.61,33101.8,23.8,9:07:53 PM
878.14,11.29,33101.8,23.8,9:07:54 PM
879.79,13.1,33068.95,24,9:07:56 PM
880.22,15.45,33068.95,24,9:07:56 PM
881.47,16.22,33007.25,24,9:07:57 PM
882.23,18.42,33007.25,24,9:07:58 PM
883.79,20.5,32950.05,24.1,9:08:00 PM
884.23,22.27,32950.05,24.1,9:08:00 PM
885.49,23.41,32909.65,24.1,9:08:01 PM
886.3,25.97,32909.65,24.1,9:08:02 PM
887.8,27.66,32846.6,23.85,9:08:04 PM
888.32,28.57,32846.6,23.85,9:08:04 PM
889.53,18.83,32812.3,23.85,9:08:06 PM
890.33,25.71,32812.3,23.85,9:08:06 PM
891.81,14.99,32788.6,23.4,9:08:08 PM
892.33,14.06,32788.6,23.4,9:08:08 PM
893.56,14.77,32798.05,23.4,9:08:10 PM
894.35,14.76,32798.05,23.4,9:08:10 PM
895.82,20.66,32812.75,23.1,9:08:12 PM
896.36,25.44,32812.75,23.1,9:08:12 PM
897.57,31.24,32816.4,23.1,9:08:14 PM
898.37,34.05,32816.4,23.1,9:08:14 PM
899.94,29.85,32788.4,22.6,9:08:16 PM
900.38,29.33,32788.4,22.6,9:08:16 PM
901.93,30.33,32723.5,22.6,9:08:18 PM
902.39,32.45,32723.5,22.6,9:08:18 PM
904.01,33.1,32696.45,22.65,9:08:20 PM
904.4,34.1,32696.45,22.65,9:08:20 PM
905.94,24.47,32650,22.65,9:08:22 PM
906.4,28,32650,22.65,9:08:22 PM
908.03,30.8,32630.8,22.8,9:08:24 PM
908.41,32.99,32630.8,22.8,9:08:24 PM
909.96,24.75,32621.55,22.8,9:08:26 PM
910.42,11.33,32621.55,22.8,9:08:26 PM
912.04,16.37,32652.85,22.75,9:08:28 PM
912.43,17.12,32652.85,22.75,9:08:28 PM
914.04,8.31,32700,22.75,9:08:30 PM
914.43,6.59,32700,22.75,9:08:30 PM
916.08,0.21,32785.45,23.3,9:08:32 PM
916.44,-2.1,32785.45,23.3,9:08:32 PM
918.12,-6.88,32923.95,23.3,9:08:34 PM
918.46,-10.37,32923.95,23.3,9:08:34 PM
920.13,-8.91,32992.2,23.25,9:08:36 PM
920.47,-8.4,32992.2,23.25,9:08:36 PM
922.14,-7.3,33064.4,23.25,9:08:38 PM
922.5,-0.8,33064.4,23.25,9:08:38 PM
924.14,0,33094.1,23.4,9:08:40 PM
924.53,-2.41,33094.1,23.4,9:08:41 PM
926.15,-6.4,33113.95,23.4,9:08:42 PM
926.55,0,33113.95,23.4,9:08:43 PM
928.16,0,33090,23.45,9:08:44 PM
928.68,0,33090,23.45,9:08:45 PM
930.16,0,33082.05,23.45,9:08:46 PM
930.73,-3.86,33082.05,23.45,9:08:47 PM
932.17,-3.78,33083.45,23.8,9:08:48 PM
932.76,-2.11,33083.45,23.8,9:08:49 PM
934.18,-0.12,33087.8,23.8,9:08:50 PM
934.77,-0.59,33087.8,23.8,9:08:51 PM
936.19,-0.35,33097.45,23.9,9:08:52 PM
936.83,0,33097.45,23.9,9:08:53 PM
938.2,0,33104.6,23.9,9:08:54 PM
938.86,0,33104.6,23.9,9:08:55 PM
940.21,0,33097.25,24,9:08:56 PM
940.87,0,33097.25,24,9:08:57 PM
942.22,0,33098.7,24,9:08:58 PM
942.91,0,33098.7,24,9:08:59 PM
944.22,0,33100.95,23.85,9:09:00 PM
944.99,0,33100.95,23.85,9:09:01 PM
946.23,0,33103.1,23.85,9:09:02 PM
947.01,0,33103.1,23.85,9:09:03 PM
948.24,0,33105.75,23.9,9:09:04 PM
949.05,0,33105.75,23.9,9:09:05 PM
950.26,0,33109.3,23.9,9:09:06 PM
951.16,0,33109.3,23.9,9:09:07 PM
952.28,0,33112.9,23.9,9:09:08 PM
953.17,0,33112.9,23.9,9:09:09 PM
954.29,0,33115.25,23.9,9:09:10 PM
956.19,0,33115.25,23.85,9:09:12 PM
956.29,0,33117.95,23.85,9:09:12 PM
958.3,0,33118.9,23.85,9:09:14 PM
958.39,0,33118.9,23.85,9:09:14 PM
960.31,0,33121.6,23.85,9:09:16 PM
960.41,0,33121.6,23.85,9:09:16 PM
962.31,0,33124.5,23.85,9:09:18 PM
962.41,0,33124.5,23.85,9:09:18 PM
964.36,0,33126.85,23.85,9:09:20 PM
964.44,0,33126.85,23.85,9:09:20 PM
966.39,0,33128.6,23.85,9:09:22 PM
966.54,0,33128.6,23.85,9:09:23 PM
968.4,0,33131.75,23.85,9:09:24 PM
968.55,0,33131.75,23.85,9:09:25 PM
970.4,0,33133.8,23.85,9:09:26 PM
970.57,0,33133.8,23.85,9:09:27 PM
972.42,0,33135.55,23.85,9:09:28 PM
972.68,0,33135.55,23.85,9:09:29 PM
974.43,0,33137.95,23.85,9:09:30 PM
974.71,0,33137.95,23.85,9:09:31 PM
976.45,0,33139.6,23.9,9:09:32 PM
976.71,0,33139.6,23.9,9:09:33 PM
978.45,0,33140.9,23.9,9:09:34 PM
978.73,0,33140.9,23.9,9:09:35 PM
980.46,0,33142.2,23.85,9:09:36 PM
980.79,0,33142.2,23.85,9:09:37 PM
982.46,0,33143.8,23.85,9:09:38 PM
982.8,0,33143.8,23.85,9:09:39 PM
984.47,0,33145.5,23.85,9:09:40 PM
984.81,0,33145.5,23.85,9:09:41 PM
986.47,0,33146,23.85,9:09:42 PM
987.07,0,33146,23.85,9:09:43 PM
988.49,0,33148,23.9,9:09:44 PM
989.1,4.61,33148,23.9,9:09:45 PM
990.5,9.31,33134.6,23.9,9:09:47 PM
991.1,10.61,33134.6,23.9,9:09:47 PM
992.51,13.04,33101.25,23.25,9:09:49 PM
993.12,13.96,33101.25,23.25,9:09:49 PM
994.52,15.92,33048.9,23.25,9:09:51 PM
995.21,18.02,33048.9,23.25,9:09:51 PM
996.53,19.51,33024.3,23.3,9:09:53 PM
997.21,20.82,33024.3,23.3,9:09:53 PM
998.53,23.15,32938.8,23.3,9:09:55 PM
999.22,25.44,32938.8,23.3,9:09:55 PM
1000.54,26.74,32902.2,23.9,9:09:57 PM
1001.26,24.92,32902.2,23.9,9:09:57 PM
1002.55,34.14,32816.95,23.9,9:09:59 PM
1003.28,25.11,32816.95,23.9,9:09:59 PM
1004.55,25.97,32778.55,24.35,9:10:01 PM
1005.29,29.15,32778.55,24.35,9:10:01 PM
1006.56,32.85,32728,24.35,9:10:03 PM
1007.3,32.76,32728,24.35,9:10:03 PM
1008.56,37.38,32707.2,24.3,9:10:05 PM
1009.33,33.69,32707.2,24.3,9:10:05 PM
1010.57,39.64,32683.2,24.3,9:10:07 PM
1011.33,42.84,32683.2,24.3,9:10:07 PM
1012.58,31.04,32633.8,24.1,9:10:09 PM
1013.34,40.01,32633.8,24.1,9:10:09 PM
1014.64,41.42,32602.75,24.1,9:10:11 PM
1015.35,35.77,32602.75,24.1,9:10:11 PM
1016.66,31.86,32560.5,24,9:10:13 PM
1017.36,32.09,32560.5,24,9:10:13 PM
1018.67,32.01,32547.8,24,9:10:15 PM
1019.37,44.29,32547.8,24,9:10:15 PM
1020.68,44.27,32505.6,24.15,9:10:17 PM
1021.38,34.35,32505.6,24.15,9:10:17 PM
1022.69,34.65,32498.3,24.15,9:10:19 PM
1023.4,38.59,32498.3,24.15,9:10:19 PM
1024.69,31.47,32496.5,24.2,9:10:21 PM
1025.4,33.32,32496.5,24.2,9:10:21 PM
1026.7,37.26,32496.5,24.2,9:10:23 PM
1027.42,36.08,32496.5,24.2,9:10:23 PM
1028.71,27.34,32475.85,24.2,9:10:25 PM
1029.43,29.35,32475.85,24.2,9:10:25 PM
1030.72,30.41,32474.2,24.2,9:10:27 PM
1031.47,30.6,32474.2,24.2,9:10:27 PM
1032.73,30.54,32492.3,24.1,9:10:29 PM
1033.47,31.35,32492.3,24.1,9:10:29 PM
1034.73,43.6,32512.95,24.1,9:10:31 PM
1035.48,49.6,32512.95,24.1,9:10:31 PM
1036.74,36.33,32474.7,23.65,9:10:33 PM
1037.49,28.39,32474.7,23.65,9:10:33 PM
1038.75,11.58,32482.5,23.65,9:10:35 PM
1040.51,5.65,32482.5,23.9,9:10:37 PM
1040.75,-14.71,32570.4,23.9,9:10:37 PM
1041.52,-14.42,32570.4,23.9,9:10:38 PM
1042.76,-13.61,32668.65,23.9,9:10:39 PM
1044.52,-14.96,32668.65,23.3,9:10:41 PM
1044.77,-14.37,32806.85,23.3,9:10:41 PM
1045.58,-15.29,32806.85,23.3,9:10:42 PM
1046.79,-14.47,32984.15,23.3,9:10:43 PM
1048.52,-13.36,32984.15,22.6,9:10:45 PM
1048.8,-12.97,33100.8,22.6,9:10:45 PM
1049.62,-12.01,33100.8,22.6,9:10:46 PM
1050.81,-10.11,33167.05,22.6,9:10:47 PM
1052.54,-6.32,33167.05,23.3,9:10:49 PM
1052.82,-0.02,33169.95,23.3,9:10:49 PM
1053.75,18.96,33169.95,23.3,9:10:50 PM
1054.86,20.18,33118.75,23.3,9:10:51 PM
1056.56,23.49,33118.75,24.2,9:10:53 PM
1056.87,28.99,33015.25,24.2,9:10:53 PM
1057.8,19.13,33015.25,24.2,9:10:54 PM
1058.88,16.96,32939.65,24.2,9:10:55 PM
1060.56,19.23,32939.65,24.35,9:10:57 PM
1060.89,20.74,32864.1,24.35,9:10:57 PM
1061.87,20.64,32864.1,24.35,9:10:58 PM
1062.92,21.35,32790.25,24.35,9:10:59 PM
1064.57,16.59,32790.25,24.25,9:11:01 PM
1064.95,14.02,32758.5,24.25,9:11:01 PM
1065.92,15.29,32758.5,24.25,9:11:02 PM
1066.98,16.23,32783.75,24.25,9:11:03 PM
1068.58,15.87,32783.75,24.2,9:11:05 PM
1068.99,15.63,32784.9,24.2,9:11:05 PM
1069.93,0.28,32784.9,24.2,9:11:06 PM
1070.99,8.25,32816.95,24.2,9:11:07 PM
1072.59,8.72,32816.95,23.85,9:11:09 PM
1073,14.3,32844.6,23.85,9:11:09 PM
1073.99,15.31,32844.6,23.85,9:11:10 PM
1075.01,14.91,32849.3,23.85,9:11:11 PM
1076.6,15.53,32849.3,23.85,9:11:13 PM
1077.02,15.34,32852.2,23.85,9:11:13 PM
1078.03,17.56,32852.2,23.85,9:11:14 PM
1079.22,20.05,32842.8,23.85,9:11:15 PM
1080.61,16.37,32842.8,23.45,9:11:17 PM
1081.41,6.6,32822.2,23.45,9:11:17 PM
1082.2,0,32822.2,23.45,9:11:18 PM
1083.42,0,32837.25,23.45,9:11:19 PM
1084.62,0,32837.25,23.1,9:11:21 PM
1085.43,0,32898.55,23.1,9:11:21 PM
1086.22,0,32898.55,23.1,9:11:22 PM
1087.43,0,32961.4,23.1,9:11:23 PM
1088.62,0,32961.4,23.95,9:11:25 PM
1089.44,4.09,33009.6,23.95,9:11:25 PM
1090.26,7.98,33009.6,23.95,9:11:26 PM
1091.45,7.74,32994.25,23.95,9:11:27 PM
1092.63,-9.24,32994.25,24.3,9:11:29 PM
1093.49,-5.45,32997.85,24.3,9:11:29 PM
1094.28,0,32997.85,24.3,9:11:30 PM
1095.54,0,33007.15,24.3,9:11:32 PM
1096.64,0,33007.15,24.3,9:11:33 PM
1097.55,-6.92,33011.5,24.3,9:11:34 PM
1098.3,-7.04,33011.5,24.3,9:11:34 PM
1099.55,-6.85,33058.6,24.3,9:11:36 PM
1100.65,-3.36,33058.6,24.25,9:11:37 PM
1101.56,0,33084.4,24.25,9:11:38 PM
1102.31,0,33084.4,24.25,9:11:38 PM
1103.56,0,33091.8,24.25,9:11:40 PM
1104.65,0,33091.8,24.4,9:11:41 PM
1105.57,7.9,33093.1,24.4,9:11:42 PM
1106.34,24.88,33093.1,24.4,9:11:42 PM
1107.58,21.17,33008.8,24.4,9:11:44 PM
1108.66,0.31,33008.8,24.25,9:11:45 PM
1109.59,-13.97,32979.55,24.25,9:11:46 PM
1110.35,-27.17,32979.55,24.25,9:11:46 PM
1111.61,-24.9,33051.95,24.25,9:11:48 PM
1112.67,-15.01,33051.95,23.35,9:11:49 PM
1113.61,-18.26,33097.75,23.35,9:11:50 PM
1114.37,-12.07,33097.75,23.35,9:11:50 PM
1115.62,-10.4,33226.05,23.35,9:11:52 PM
1116.69,-0.02,33226.05,23.35,9:11:53 PM
1117.62,19.38,33271.1,23.35,9:11:54 PM
1118.48,30.72,33271.1,23.35,9:11:54 PM
1119.63,29.79,33188.15,23.35,9:11:56 PM
1120.7,26.88,33188.15,24.4,9:11:57 PM
1121.64,17.26,33066.2,24.4,9:11:58 PM
1122.54,15.28,33066.2,24.4,9:11:59 PM
